Movie;Month;Day;Year;Budget($M);Domestic Gross($M);Worldwide Gross($M)
Jackass: The Movie;Oct;25;2002;5;64.282.312;79.282.312
El orfanato;Dec;28;2007;4;7.159.147;79.250.193
Conan the Barbarian;May;14;1982;20;38.264.085;79.114.085
R.I.P.D.;Jul;19;2013;130;33.618.855;79.076.678
Showtime;Mar;15;2002;85;37.948.765;78.948.765
From Russia With Love;Apr;8;1964;2;24.Ağu;78.9
Orphan;Jul;24;2009;20;41.596.251;78.769.428
Going in Style;Apr;7;2017;24;45.018.541;78.714.211
Teenage Mutant Ninja Turtles II: The Secret of the Ooze;Mar;22;1991;25;78.656.813;78.656.813
The Boss;Apr;8;2016;29;6.307.756;78.652.395
Scary Movie V;Apr;12;2013;20;32.015.787;78.613.981
Righteous Kill;Sep;12;2008;60;4.008.141;7.848.141
If I Stay;Aug;22;2014;11;50.474.843;7.835.617
Collateral Damage;Feb;8;2002;85;40.048.332;78.353.508
The Other Boleyn Girl;Feb;29;2008;40;26.814.957;7.826.997
The Unborn;Jan;9;2009;16;4.267.041;78.208.812
Paranormal Activity: The Ghost Dimension;Oct;23;2015;10;18.297.124;78.096.553
The Sentinel;Apr;21;2006;60;36.280.697;78.080.697
Drive;Sep;16;2011;15;35.060.689;78.054.825
The Terminator;Oct;26;1984;6.Nis;38.019.031;78.019.031
Manchester by the Sea;Nov;18;2016;8.May;47.695.371;77.761.947
The Ides of March;Oct;7;2011;23;40.962.534;77.735.925
Hostage;Mar;11;2005;75;34.636.443;77.636.443
United 93;Apr;28;2006;18;31.567.134;77.635.035
Windtalkers;Jun;14;2002;115;40.914.068;77.628.265
The Number 23;Feb;23;2007;32;35.193.167;77.593.167
Out of Sight;Jun;26;1998;48;37.562.568;77.562.568
Kubo and the Two Strings;Aug;19;2016;55;48.023.088;77.548.564
Kubo and the Two Strings;Aug;19;2016;55;48.023.088;77.548.564
Halloween;Aug;31;2007;15;58.269.151;77.514.401
Serendipity;Oct;5;2001;28;5.025.531;77.477.297
The Ladykillers;Mar;26;2004;35;39.692.139;77.392.139
Diary of a Wimpy Kid: Dog Days;Aug;3;2012;22;49.008.662;77.229.695
Money Train;Nov;22;1995;68;35.324.232;77.224.232
Mirrors;Aug;15;2008;35;30.691.439;77.220.596
There Will Be Blood;Dec;26;2007;25;40.222.514;77.208.711
Bad Santa;Nov;26;2003;18;60.060.328;77.147.031
Barbershop;Sep;13;2002;12;75.781.642;77.063.461
Diary of a Wimpy Kid;Mar;19;2010;15;64.003.625;76.954.311
Man cheng jin dai huang jin jia;Dec;21;2006;45;6.566.773;76.904.429
Coach Carter;Jan;14;2005;45;67.264.877;76.665.507
The Muppet Movie;Jun;22;1979;8;76.657;76.657
Home on the Range;Apr;2;2004;110;50.026.353;76.482.461
Stealth;Jul;29;2005;138;32.116.746;76.416.746
The Mechanic;Jan;28;2011;42.5;29.121.498;76.347.393
The Untouchables;Jun;3;1987;25;76.270.454;76.270.454
John Wick;Oct;24;2014;30;43.037.835;76.235.001
Easy A;Sep;17;2010;8;58.401.464;76.200.721
The Book Thief;Nov;8;2013;19;21.488.481;76.086.711
The Mortal Instruments: City of Bones;Aug;21;2013;60;31.165.421;75.965.567
Mike and Dave Need Wedding Dates;Jul;8;2016;33;46.009.673;75.909.673
Tin Cup;Aug;16;1996;45;53.854.588;75.854.588
Cruel Intentions;Mar;5;1999;11;38.230.075;75.803.716
O Brother, Where Art Thou?;Dec;22;2000;26;45.506.619;75.763.814
Dreamcatcher;Mar;21;2003;68;33.685.268;75.685.268
Stomp the Yard;Jan;12;2007;14;61.356.221;75.525.718
The Last of the Mohicans;Sep;25;1992;40;75.505.856;75.505.856
Crimson Peak;Oct;16;2015;55;3.109.032;75.466.595
Crimson Peak;Oct;16;2015;55;3.109.032;75.466.595
The Count of Monte Cristo;Jan;25;2002;40;54.228.104;7.538.909
The Back-up Plan;Apr;23;2010;35;37.490.007;75.281.179
Elizabeth: The Golden Age;Oct;12;2007;55;1.628.524;74.870.866
Elizabeth: The Golden Age;Oct;12;2007;55;1.628.524;74.870.866
The Prince of Tides;Dec;25;1991;30;74.787.599;74.787.599
Jackie Brown;Dec;25;1997;12;39.673.162;74.727.492
I, Frankenstein;Jan;24;2014;65;1.907.529;7.457.529
Bend it Like Beckham;Mar;12;2003;5.Haz;32.543.449;74.566.042
WarGames;Jun;3;1983;12;74.433.837;74.433.837
To Rome with Love;Jun;22;2012;21.May;16.684.352;74.326.015
The Kite Runner;Dec;14;2007;20;15.800.078;74.180.745
Escape From Planet Earth;Feb;15;2013;40;57.012.977;7.415.661
The Core;Mar;28;2003;85;3.111.126;74.132.631
War Room;Aug;28;2015;3;67.790.117;73.975.239
Obsessed;Apr;24;2009;20;68.261.644;73.964.713
The Hurricane;Dec;29;1999;38;50.699.241;73.956.241
The Divine Secrets of the Ya-Ya Sisterhood;Jun;7;2002;27;69.586.544;73.826.768
Miracles from Heaven;Mar;16;2016;13;61.705.123;7.379.872
Diary of a Wimpy Kid: Rodrick Rules;Mar;25;2011;18;52.698.535;73.695.194
Life;Apr;16;1999;75;64.062.587;73.521.587
Brick Mansions;Apr;25;2014;28;20.396.829;73.421.224
Beetlejuice;Mar;30;1988;15;73.326.666;73.326.666
Here Comes the Boom;Oct;12;2012;42;45.290.318;73.239.258
Tyler Perry’s Boo! A Madea Halloween;Oct;21;2016;20;73.206.343;73.206.343
Dude, Where's My Car?;Dec;15;2000;13;46.729.374;73.180.297
Superhero Movie;Mar;28;2008;35;2.663.852;73.026.302
Ben-Hur;Nov;18;1959;15;73;73
The Best Man Holiday;Nov;15;2013;17;70.525.195;7.283.571
Lady in the Water;Jul;21;2006;75;42.285.169;72.785.169
The One;Nov;2;2001;49;43.905.746;72.689.126
Urban Legend;Sep;25;1998;14;38.116.707;72.571.864
Eternal Sunshine of the Spotless Mind;Mar;19;2004;20;34.366.518;72.570.762
Death Race;Aug;22;2008;65;36.316.032;72.516.819
Yours, Mine and Ours;Nov;23;2005;45;53.359.917;72.359.917
Colombiana;Aug;26;2011;40;36.665.854;72.295.262
My Fair Lady;Oct;22;1964;17;72;72.070.955
Around the World in 80 Days;Jun;16;2004;110;24.004.159;72.004.159
Funny People;Jul;31;2009;72.5;51.855.045;71.880.305
Small Soldiers;Jul;10;1998;40;55.143.823;71.743.823
Rules of Engagement;Apr;7;2000;60;61.322.858;71.719.931
Sammy's avonturen: De geheime doorgang;Dec;31;2010;25;0;71.594.792
Trainspotting;Jul;19;1996;3.Oca;16.501.785;71.558.971
Bandits;Oct;12;2001;75;41.523.271;71.523.271
What Dreams May Come;Oct;2;1998;80;55.485.043;71.485.043
The Royal Tenenbaums;Dec;14;2001;28;52.353.636;71.430.876
The House Bunny;Aug;22;2008;25;48.237.389;71.390.601
Holes;Apr;18;2003;20;67.383.924;71.232.214
Shanghai Noon;May;26;2000;55;56.932.305;71.189.835
Shanghai Noon;May;26;2000;55;56.932.305;71.189.835
Down to Earth;Feb;16;2001;30;64.172.251;71.172.251
3:10 to Yuma;Sep;7;2007;48;53.606.916;71.171.825
XXX: State of the Union;Apr;29;2005;60;26.873.932;71.073.932
The Counselor;Oct;25;2013;25;16.973.715;71.009.334
Anna Karenina;Nov;16;2012;49;12.816.367;71.004.627
Cleopatra;Jun;12;1963;42;57;71
Son of God;Feb;28;2014;22;59.700.064;70.949.793
Kate and Leopold;Dec;25;2001;48;47.095.453;70.937.778
Groundhog Day;Feb;12;1993;14.Haz;70.906.973;70.906.973
Shallow Hal;Nov;9;2001;40;70.836.296;70.836.296
The Grudge 2;Oct;13;2006;20;39.143.839;70.743.839
The Cabin in the Woods;Apr;13;2012;30;42.073.277;70.742.948
Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour;Feb;1;2008;6.May;65.281.781;70.712.099
Ronin;Sep;25;1998;55;41.610.884;70.692.101
Ronin;Sep;25;1998;55;41.610.884;70.692.101
Takers;Aug;27;2010;32;5.774.472;70.587.268
Den of Thieves;Jan;19;2018;30;44.789.259;70.553.347
The Dilemma;Jan;14;2011;70;4.847.529;70.546.865
Delivery Man;Nov;22;2013;22;30.659.817;7.053.687
The Hills Have Eyes;Mar;10;2006;17;41.778.863;70.355.813
Anacondas: The Hunt for the Blood Orchid;Aug;27;2004;25;31.526.393;70.326.393
Babylon A.D.;Aug;29;2008;45;22.532.572;70.216.497
Star Trek V: The Final Frontier;Jun;9;1989;30;52.210.049;70.2
License to Wed;Jul;3;2007;35;43.799.818;70.187.088
The Last Exorcism;Aug;27;2010;1.Ağu;4.103.435;701.659
A Cinderella Story;Jul;16;2004;19;51.438.175;70.164.105
House of Wax;May;6;2005;35;320.648;700.648
Think Like a Man Too;Jun;20;2014;24;65.028.687;70.027.933
Born on the Fourth of July;Dec;20;1989;14;70.001.698;70.001.698
Halloween;Oct;17;1978;0.325;47;70
Lawrence of Arabia;Dec;16;1962;15;37.495.385;69.995.385
Private Benjamin;Oct;10;1980;15;69.847.348;69.847.348
Children of Men;Dec;25;2006;76;35.552.383;69.845.011
Tae Guik Gi: The Brotherhood of War;Sep;3;2004;12.May;1.110.186;69.826.708
The Call;Mar;15;2013;12.Ağu;51.872.378;69.821.476
Grudge Match;Dec;25;2013;40;2.980.726;6.980.726
Un long dimanche de fiançailles;Nov;26;2004;55;6.167.817;69.759.296
Un long dimanche de fiançailles;Nov;26;2004;55;6.167.817;69.759.296
Saw VI;Oct;23;2009;11;27.693.292;69.752.402
The Best Little Whorehouse in Texas;Jul;23;1982;20.May;69.701.637;69.701.637
The Transporter Refueled;Sep;4;2015;22;1.602.967;69.698.495
The Kid;Jul;7;2000;65;69.688.384;69.688.384
Land of the Lost;Jun;5;2009;100;4.943.837;69.548.641
Because I Said So;Feb;2;2007;39;4.267.404;69.538.833
Bad Company;Jun;7;2002;70;30.157.016;69.157.016
Babe: Pig in the City;Nov;25;1998;80;1.831.986;6.913.186
The Age of Adaline;Apr;24;2015;30;42.629.776;69.057.415
Begin Again;Jun;27;2014;8;16.170.632;68.838.736
Precious (Based on the Novel Push by Sapphire);Nov;6;2009;10;47.566.524;68.722.848
From Hell;Oct;19;2001;35;31.598.308;68.712.365
2001: A Space Odyssey;Apr;2;1968;10.May;56.7;68.7
Star Wars: The Clone Wars;Aug;15;2008;8.May;35.161.554;68.695.443
Open Range;Aug;15;2003;26;58.331.254;68.613.992
Moonrise Kingdom;May;25;2012;16;45.512.466;68.582.095
One Direction: This is Us;Aug;30;2013;10;28.873.374;68.541.786
Thirteen Ghosts;Oct;26;2001;19;4.186.796;6.846.796
Pokemon 3: The Movie;Apr;6;2001;3;17.052.128;68.452.128
Ghost Ship;Oct;25;2002;20;30.113.491;68.349.884
Practical Magic;Oct;16;1998;60;46.850.558;68.336.997
Skyline;Nov;12;2010;10;21.416.355;68.264.973
The Boy;Jan;22;2016;10;35.819.556;68.220.952
The X-Files: I Want to Believe;Jul;25;2008;35;20.982.478;68.170.792
Frequency;Apr;28;2000;31;44.983.704;68.079.671
The American;Sep;1;2010;20;35.606.376;67.950.723
Letters from Iwo Jima;Dec;20;2006;13;13.756.082;67.867.998
Austin Powers: International Man of Mystery;May;2;1997;18;53.883.989;67.683.989
Legion;Jan;22;2010;26;4.016.808;67.647.574
The Men Who Stare at Goats;Nov;6;2009;24;32.428.195;67.348.218
Star Trek: Nemesis;Dec;13;2002;60;43.254.409;67.312.826
The Next Three Days;Nov;19;2010;30;21.148.651;67.255.916
When a Stranger Calls;Feb;3;2006;15;47.860.214;67.215.435
Boogeyman;Feb;4;2005;20;46.752.382;67.192.859
Coal Miner's Daughter;Mar;7;1980;15;67.182.787;67.182.787
The Watch;Jul;27;2012;55;34.353;67.130.045
The Watch;Jul;27;2012;55;34.353;67.130.045
Space Chimps;Jul;18;2008;37;30.105.968;67.029.956
Run All Night;Mar;13;2015;50;26.461.644;66.961.644
Tyler Perry's Madea's Witness Protection;Jun;29;2012;20;65.653.242;66.950.887
102 Dalmatians;Nov;22;2000;85;66.941.559;66.941.559
Changing Lanes;Apr;12;2002;45;66.790.248;66.790.248
Hero;Oct;2;1992;42;19.487.173;66.787.173
Selma;Jan;9;2015;20;52.076.908;66.776.908
Side Effects;Feb;8;2013;30;32.172.757;66.742.138
Inkheart;Jan;23;2009;60;17.303.424;66.655.938
Thirteen Days;Dec;22;2000;80;34.566.746;66.554.547
The Godfather: Part III;Dec;25;1990;54;66.520.529;66.520.529
The Godfather: Part III;Dec;25;1990;54;66.520.529;66.520.529
The Bank Job;Mar;7;2008;20;3.006.066;66.143.005
August Rush;Nov;21;2007;25;31.664.162;66.015.869
Hot Tub Time Machine;Mar;26;2010;36;50.269.859;6.596.775
Barbershop 2: Back in Business;Feb;6;2004;18;65.070.412;65.842.412
Sweet November;Feb;16;2001;40;25.288.103;65.754.228
K-19: The Widowmaker;Jul;19;2002;90;35.168.966;65.716.126
Ever After: A Cinderella Story;Jul;31;1998;26;65.705.772;65.705.772
The Road to El Dorado;Mar;31;2000;95;50.802.661;65.7
16 Blocks;Mar;3;2006;45;36.895.141;65.595.141
Witness;Feb;8;1985;12;65.532.576;65.532.576
The Ghost Writer;Feb;19;2010;45;15.541.549;65.532.491
Street Kings;Apr;11;2008;20;26.418.667;65.457.811
Killer Elite;Sep;23;2011;70;25.124.986;65.409.046
Take the Lead;Apr;7;2006;30;34.742.066;65.390.493
Hanna;Apr;8;2011;30;40.259.119;65.343.694
Moonlight;Oct;21;2016;1.May;27.854.931;65.339.156
Donnie Brasco;Feb;28;1997;35;41.954.997;65.303.052
Jersey Boys;Jun;20;2014;40;47.047.013;65.282.732
Se jie;Sep;28;2007;15;4.604.982;65.261.291
Without a Paddle;Aug;20;2004;30;58.156.435;6.512.128
House on Haunted Hill;Oct;29;1999;19;40.846.082;65.090.541
Something Borrowed;May;6;2011;35;39.046.489;65.084.116
The Benchwarmers;Apr;7;2006;35;59.843.754;65.063.726
Haeundae;May;11;2010;16;0;64.733.391
Nothing To Lose;Jul;18;1997;25;44.480.039;64.594.061
The Host;Mar;29;2013;50;26.623.701;64.477.051
Miracle;Feb;6;2004;28;64.378.093;64.474.705
The Imaginarium of Doctor Parnassus;Dec;25;2009;30;7.689.607;64.352.607
Wag the Dog;Dec;25;1997;15;4.305.747;64.252.038
Monster;Dec;24;2003;5;3.446.921;64.240.813
28 Weeks Later;May;11;2007;15;28.638.916;64.232.714
Valiant;Aug;19;2005;35;19.478.106;64.188.387
Hail, Caesar!;Feb;5;2016;22;30.080.225;64.171.419
Baby Mama;Apr;25;2008;30;60.494.212;64.170.447
The Remains of the Day;Nov;5;1993;15;22.954.968;63.954.968
The Longest Ride;Apr;10;2015;34;37.446.117;63.802.928
High Crimes;Apr;5;2002;42;41.543.207;637.811
God’s Not Dead;Mar;21;2014;Oca.15;60.755.732;63.777.092
Cop Land;Aug;15;1997;15;44.906.632;63.706.632
Stuck On You;Dec;12;2003;55;33.832.741;63.537.164
Stuck On You;Dec;12;2003;55;33.832.741;63.537.164
In Good Company;Dec;29;2004;26;45.489.752;63.489.752
She's All That;Jan;29;1999;10;63.465.522;63.465.522
Tango & Cash;Dec;22;1989;55;63.408.614;63.408.614
Tango & Cash;Dec;22;1989;55;63.408.614;63.408.614
Conan the Barbarian;Aug;19;2011;90;21.295.021;63.356.133
Devil;Sep;17;2010;10;33.679.655;63.354.114
Madea's Family Reunion;Feb;24;2006;10;6.325.794;63.320.521
Lions for Lambs;Nov;9;2007;35;1.499.807;63.211.088
Random Hearts;Oct;8;1999;64;31.054.924;63.2
Kick-Ass 2;Aug;16;2013;28;28.795.985;63.129.909
Beavis and Butt-Head Do America;Dec;20;1996;12;63.118.386;63.118.386
The Sweetest Thing;Apr;12;2002;43;24.430.272;63.078.756
Footloose;Oct;14;2011;24;51.802.742;62.989.834
Unfriended;Apr;17;2015;1;32.789.645;62.869.004
The Darkest Hour;Dec;25;2011;34.8;21.443.494;62.831.715
Proof of Life;Dec;8;2000;65;32.598.931;62.761.005
Honey;Dec;5;2003;18;30.272.254;62.646.763
Splash;Mar;9;1984;8;62.599.495;62.599.495
The Crying Game;Nov;25;1992;4;62.546.695;62.546.695
Patton;Jan;1;1970;12;62.5;62.5
Snow Day;Feb;11;2000;13;60.008.303;62.452.927
Like Mike;Jul;3;2002;30;51.432.423;62.432.423
Not Another Teen Movie;Dec;14;2001;15;37.882.551;62.401.343
The Reaping;Apr;5;2007;40;25.126.214;62.226.214
Two Brothers;Jun;25;2004;72;19.176.754;62.176.754
A Walk Among the Tombstones;Sep;19;2014;28;26.017.685;62.108.587
Captain Corelli's Mandolin;Aug;17;2001;57;25.528.495;62.097.495
Captain Corelli's Mandolin;Aug;17;2001;57;25.528.495;62.097.495
Brooklyn;Nov;4;2015;11;38.322.743;62.076.141
28 Days;Apr;14;2000;43;37.035.515;62.063.972
Snakes on a Plane;Aug;18;2006;33;34.020.814;62.020.814
The Star;Nov;17;2017;20;40.847.995;62.005.389
Friday Night Lights;Oct;8;2004;30;61.255.921;6.195.077
Mouse Hunt;Dec;19;1997;38;61.894.591;61.894.591
Chariots of Fire;Sep;25;1981;5.May;61.558.162;61.865.947
Krampus;Dec;4;2015;15;42.725.475;61.788.393
The Tree of Life;May;27;2011;35;13.305.665;61.721.826
The 13th Warrior;Aug;27;1999;125;32.698.899;61.698.899
Monster Trucks;Jan;13;2017;125;33.370.166;61.681.268
Nerve;Jul;27;2016;20;38.583.626;61.680.792
The Five-Year Engagement;Apr;27;2012;30;28.700.285;61.623.819
A History of Violence;Sep;23;2005;32;31.493.782;61.477.797
Cellular;Sep;10;2004;45;3.200.362;61.475.984
Larry Crowne;Jul;1;2011;30;35.608.245;61.449.135
National Lampoon’s Vacation;Jul;29;1983;15;61.4;61.4
Flatliners;Aug;10;1990;26;61.308.153;61.308.153
The Walk;Sep;30;2015;35;10.161.183;61.197.045
Rock of Ages;Jun;15;2012;70;38.518.613;61.031.932
Taxi 4;Dec;31;2007;17.May;0;60.865.364
Marie Antoinette;Oct;20;2006;40;15.962.471;60.862.471
Why Did I Get Married Too?;Apr;2;2010;20;60.095.852;60.831.067
Zoolander;Sep;28;2001;28;4.517.225;60.780.981
My Super Ex-Girlfriend;Jul;21;2006;30;22.530.295;60.772.856
The Wild Thornberrys Movie;Dec;20;2002;25;40.108.697;60.694.737
Astérix et Obélix: Au service de Sa Majesté;Dec;31;2012;77.6;0;60.680.125
Dallas Buyers Club;Nov;1;2013;5;27.298.285;60.611.845
Kiss the Girls;Oct;3;1997;27;60.527.873;60.527.873
Runner Runner;Oct;4;2013;30;19.316.646;6.051.268
Fantasia 2000 (IMAX);Jan;1;2000;80;60.507.228;60.507.228
Lord of War;Sep;16;2005;42;24.149.632;60.437.727
10 Things I Hate About You;Mar;31;1999;13;38.177.966;60.414.025
Secretariat;Oct;8;2010;35;59.699.513;60.376.247
Beautiful Creatures;Feb;14;2013;50;19.452.138;60.282.876
I Spy;Nov;1;2002;70;33.561.137;60.279.822
The Perfect Guy;Sep;11;2015;18;57.027.435;60.274.336
The Insider;Nov;5;1999;68;28.965.197;60.265.197
127 Hours;Nov;5;2010;18;1.833.523;60.217.171
Chain Reaction;Aug;2;1996;55;21.226.204;60.209.334
Chain Reaction;Aug;2;1996;55;21.226.204;60.209.334
It's a Mad Mad Mad Mad World;Nov;7;1963;9.Nis;46.3;60
Spartacus;Oct;7;1960;12;30;60
Superman III;Jun;17;1983;39;59.950.623;59.950.623
A Haunted House;Jan;11;2013;2.May;40.041.683;59.922.558
Son of the Mask;Feb;18;2005;100;17.018.422;59.918.422
Morning Glory;Nov;10;2010;40;31.011.732;5.979.507
Friday the 13th;May;9;1980;0.55;39.754.601;59.754.601
Next Friday;Jan;12;2000;9.May;57.176.582;59.675.307
21 Grams;Nov;21;2003;20;16.248.701;59.667.625
Dr. No;May;8;1963;1;16.067.035;59.567.035
Lady Bird;Nov;3;2017;10;48.527.838;59.556.038
Aliens in the Attic;Jul;31;2009;45;25.200.412;59.551.283
Scrooged;Nov;23;1988;32;59.450.353;59.450.353
The Flintstones in Viva Rock Vegas;Apr;28;2000;58;35.231.365;59.431.365
The Flintstones in Viva Rock Vegas;Apr;28;2000;58;35.231.365;59.431.365
Good Luck Chuck;Sep;21;2007;25;35.017.297;59.183.821
One Day;Aug;19;2011;15;13.843.771;59.168.692
The Gift;Aug;7;2015;5;43.787.265;58.978.653
The Legend of Hercules;Jan;10;2014;70;18.848.538;58.953.319
Jeepers Creepers;Aug;31;2001;10;37.904.175;58.939.035
Behind Enemy Lines;Nov;30;2001;40;58.855.732;58.855.732
Sliding Doors;Apr;24;1998;6;119.112;58.809.149
Chāi dàn zhuānjiā;May;5;2017;23;0;58.807.172
The Master;Sep;14;2012;37.5;16.247.159;58.792.011
Jack;Aug;9;1996;45;58.617.334;58.617.334
Sea of Love;Sep;15;1989;19;58.571.513;58.571.513
Zathura;Nov;11;2005;65;2.804.554;5.854.554
Invincible;Aug;25;2006;40;57.806.952;58.501.127
Must Love Dogs;Jul;29;2005;35;43.894.863;58.405.313
The Ninth Gate;Mar;10;2000;38;18.653.746;58.394.308
12 Strong;Jan;19;2018;35;4.524.115;58.326.445
Little Nicky;Nov;10;2000;80;39.442.871;58.270.391
Amistad;Dec;12;1997;40;44.212.592;58.250.151
Bowling for Columbine;Oct;11;2002;3;21.576.018;58.240.487
Agent Cody Banks;Mar;14;2003;25;4.754.506;58.240.458
Dragonball Evolution;Apr;10;2009;30;9.362.785;5.822.846
That's My Boy;Jun;15;2012;57.5;36.931.089;58.085.235
That's My Boy;Jun;15;2012;57.5;36.931.089;58.085.235
My Girl;Nov;27;1991;16.May;58.011.485;58.011.485
The Nut Job 2: Nutty by Nature;Aug;11;2017;40;28.370.522;58.010.968
Yi dai zong shi;Aug;23;2013;38.6;6.594.959;57.987.299
Snitch;Feb;22;2013;15;42.930.462;57.907.734
Snatched;May;12;2017;42;45.852.178;57.852.177
Dolphin Tale 2;Sep;12;2014;36;42.024.533;57.824.533
Heartbreakers;Mar;23;2001;38;40.334.024;57.753.825
Year One;Jun;19;2009;60;43.337.279;57.604.723
End of Watch;Sep;21;2012;15;41.003.371;57.586.606
The Eye;Feb;1;2008;12;31.418.697;57.577.765
Derailed;Nov;11;2005;22;36.020.063;57.520.063
Under the Tuscan Sun;Sep;26;2003;18;43.601.508;57.490.024
Pet Sematary;Apr;21;1989;11.May;57.469.179;57.469.179
The Specialist;Oct;7;1994;45;57.362.581;57.362.581
The Godfather: Part II;Dec;11;1974;13;57.3;57.3
Milk;Nov;26;2008;20;31.841.299;57.293.371
Boyhood;Jul;11;2014;4;25.379.975;57.273.049
Smokin' Aces;Jan;26;2007;17;35.662.731;5.726.344
The Blues Brothers;Jun;20;1980;27;5.722.989;5.722.989
Prom Night;Apr;11;2008;18;4.386.935;57.193.655
The Mist;Nov;21;2007;13;25.593.755;57.189.408
The Descent;Aug;4;2006;7;26.024.456;57.051.053
Crossroads;Feb;15;2002;12;37.188.667;57
The Man in the Iron Mask;Mar;13;1998;35;56.968.169;56.968.169
Elektra;Jan;14;2005;65;24.409.722;56.824.633
Into the Wild;Sep;21;2007;20;18.354.356;5.682.296
Woman in Gold;Apr;1;2015;11;33.307.793;56.758.138
A Civil Action;Dec;25;1998;60;56.709.981;56.709.981
Clueless;Jul;1;1995;13.Tem;56.598.476;56.598.476
Good Night, and Good Luck;Oct;7;2005;7;31.501.218;56.586.901
Remember Me;Mar;12;2010;16;1.906.824;5.650.612
Tombstone;Dec;25;1993;25;56.505.065;56.505.065
The Crazies;Feb;26;2010;19;39.123.589;56.445.534
The Mothman Prophecies;Jan;25;2002;42;35.228.696;56.438.555
Cradle 2 the Grave;Feb;28;2003;25;34.657.731;56.434.942
Drumline;Dec;13;2002;20;56.398.162;56.398.162
15 Minutes;Mar;9;2001;42;24.375.436;56.331.864
Boyz n the Hood;Jul;12;1991;6.May;56.190.094;56.200.634
Quartet;Jan;11;2013;11;18.388.357;56.178.935
Frida;Oct;25;2002;12;25.885;56.131.239
Eastern Promises;Sep;14;2007;50;17.181.265;56.077.088
Spice World;Jan;23;1998;25;29.342.592;56.042.592
Florence Foster Jenkins;Aug;12;2016;29;2.738.377;56.017.691
Silent Hill: Revelation 3D;Oct;26;2012;20;17.530.219;55.975.672
Why Did I Get Married?;Oct;12;2007;15;55.204.525;55.934.178
Cop Out;Feb;26;2010;37;44.875.481;5.590.991
Kicking and Screaming;May;13;2005;45;52.842.724;55.842.724
The Animal;Jun;1;2001;22;55.762.229;55.762.229
Pay it Forward;Oct;20;2000;40;33.508.922;55.696.705
Pooh's Heffalump Movie;Feb;11;2005;20;18.098.433;55.686.944
The Craft;May;3;1996;15;24.769.466;55.669.466
Definitely, Maybe;Feb;14;2008;7;32.241.649;55.617.866
Wild Things;Mar;20;1998;20;29.795.299;55.576.699
The Lizzie McGuire Movie;May;2;2003;15;42.734.455;55.534.455
